用户名,评论时间,评论内容,评分,赞同数,情感
sorrynotsorry,2023/1/24 12:34,是不是做成针对10岁以下小朋友的动画片会好一点呢？,10,21,0
扎木,2023/3/11 22:33,作为观众，其实我们的要求很简单，就是要求导演把故事讲清楚，但这个电影连讲故事都没有讲的挺清楚，一会儿感觉是像倒叙，一会儿感觉是在他们在幻想，白瞎了这些好的演员。,20,12,0
谢谢你们的鱼,2023/2/24 16:56,和当年的《超时空同居》几乎是一个问题，废戏一大把，拼贴感十足，主线故事讲着讲着就彻底跑偏，笑料无趣，角色设计刻板，甚至有一种非常强烈的电视剧质感，当然，整个故事也是非常不可信，创意核心也确实很像是抄来的。不大理解这么老套的故事为何能被拍出来。张小斐和刘敏涛居然有点撞脸。,20,3,0
阿顺,2023/1/22 15:53,杨恩又小朋友在《交换人生》里戏份虽然不多但真不错啊。她演出来了，可以称为演员杨恩又了。,30,11,1
stupybighead,2023/1/22 12:00,感谢豆瓣赠票 大年初一，一天三场。电影节奏太自然了 也很有技巧。讲亲情又没那么用力 不费脑。,50,16,1
Hangain,2023/1/23 17:14,仍记得五年前看完《超时空同居》时的惊喜，雷佳音一人分饰“两角”，一个真诚善良招人喜欢，一个阴险狡诈让人心颤，完美演绎爱情和初恋。没想到五年后，又看到他主演苏伦导演另一部奇幻题材的电影，这次虽然也以爱情展开，但是回归了家庭，蛮有意思。谁又不想让时光倒流，以期改变人生呢，而与别人交换家庭，来讲述存在的意义，这样的故事，还是比较少见。春节期间，遇到让自己开心的喜剧片，很开心。,40,6,1
孤獨江湖虛名,2023/3/11 23:17,其实没有那么差，但是确实比照上一部导演的目的变得不纯粹了，在成熟模式下想搞出花最后只搞出尬。雷佳音确实台词好，自然，表演痕迹趋近于无。,30,5,1
高詩遠,2023/2/25 0:50,不愧是春节档最烂的一部。这导演适合去拍MV，当孙燕姿的《逆光》响起时，布景搭配和视觉效果还是挺好的，全世界都围着男女主两个人转，男女主两个人得到了来自全世界的祝福，也正因为这样，这个导演写的剧本甚至还不如学生作业。故事全是不合理之处，所有的笑点都像在侮辱观众的智商。兜了一大圈，愣是不知道想讲什么，拿着低幼向的奇幻打掩护，讲的还是老一套的中式封建家庭价值观，甚至还强行弄个大团圆，就因为坏人不小心把自己变成了鹅。拿了这么多的卡司和资源，最后就给观众看这种垃圾，简直是中国喜剧界导演的耻辱。更离谱的是这部片子的英文名居然是Five Hundred Miles，也太会碰瓷了。,10,2,0
火娃,2023/3/2 16:57,4/10。当阿兹海默症的奶奶分不清真假孙子的时候，揭示了一个身体与心灵错位的伦理议题：阳光少年与恶棍中年、有嘴没舌和巧舌如簧的身体互换，代表了主体的迷失，守护住伦理的小谷坠入潜意识，滑梯和萤火虫、房顶上的缝纫机代表家庭温暖，促使他找回本体，而无爱的律师靠金钱补偿，狡诈的他因为愚蠢说错愿望变成鹅，结尾奶奶找回视频的密码向家庭成员倾情告白，隐喻着伦理的和谐是身份纠错的良药。可惜导演更多把换身情节变成了一个肤浅的游戏，却缺乏角色行为的真实、连贯，例如一车人异口同声地帮金好对母亲传话，无厘头的情境打断了观众对表演可信度的投入，角色动机的转换也逻辑缺失：小胖的人物作用只是给主角作道德劝告？金好在情场职场上的失意怎么弥补？负债缠身的金好母亲为何放弃利益，转而举证吕老板的商品质检不合格？影片完全陷入了荒唐中。,20,5,0
馥雅,2023/1/22 11:28,"合格的爆米花喜剧，弘扬正能量与爱家敬业的传统价值观契合春节这一传统节日的氛围。

PS：能感觉到导演和演员们努力在老故事中演出新意，虽然没啥用，但意思到了，大过年的，勉强一乐呗。",30,28,1
Ada的B计划,2023/1/30 20:38,和《超时空同居》在机制上几乎没有区别的电影，皮克斯般最简单的设定加一个严肃的社会关切议题，寓教于乐同时抓住最本真的情感。和《超》相比最大的问题在于塞了个极其糟糕的主演，幸好有角色的交换，没有两个雷佳音，至少还有一个。,40,5,1
今生、唯爱,2023/2/28 16:59,赶紧下架吧，就这还上映那么久,20,3,0
小小,2023/1/22 22:35,演员都是好演员，无奈本子过于平庸了。,30,10,1
西西,2023/2/28 21:24,恰烂钱遭天谴,10,8,0
"杉小爱|好姑娘,咱们走起来",2023/3/8 17:57,电影短视频化什么时候是个头,10,1,0
赵无眠,2023/3/5 21:27,亏了没去电影院贡献票房去,20,10,0
氓主蚩蚩、,2023/2/25 2:11,《逆光》《绿光》,30,8,1
安淼,2023/1/23 22:52,"开局挺有趣，结局什么强行升华的煽情。。。搁这里搞春晚嘛。
看了下导演第一部作品是超时空同居。。。呜呜呜我对这个第二部很失望。",30,5,1
真的好严格?,2023/1/26 13:59,本地化做的一如既往的垃圾，太逊了,10,14,0
炯之,2023/1/22 13:18,比上不足比下有余的那种电影。,30,2,1
没纹身的男孩,2023/2/25 0:01,它烂的原因不是笑点不够密集，不像开心麻花，而恰恰是因为由那些试图讨好观众的小伎俩汇聚而成的尴尬，掩盖了“爱我的灵魂还是肉体”这样为数不多带有哲思的亮点。,20,3,0
gfjdwsg,2023/1/22 13:44,就是把春晚小品梗拍成了电影！雷佳音在这里演的不如《满江红》，他在喜剧里表演非常一般。剧情看着无聊  感觉每个人都为了追求所谓的喜感演的浮夸 不喜欢,20,42,0
饮茶先啦,2023/1/30 12:58,对女神和暴富的“意淫”都是孩子式的，相当可爱。,30,2,1
给我一口饭,2023/1/22 12:22,好烂的片子??张宥浩的脸真的很不适合大荧幕，好出戏??男人至死是少年没人管你，但别迫害美女好吗，张小斐和她妈这条线每个25岁以上女性看了都会窒息的好吗,10,47,0
ALIVEM,2023/3/2 9:12,也不知道为什么，把自带笑点的人从众给凑在了一起，竟然从角色到剧情都不好笑。这锅是不是只能甩给编剧导演来背了。,20,3,0
盆满钵满赵?,2023/1/22 13:49,两星半吧，挺日式的一个小故事，节奏和表演都在贴，甚至让我有一种它是翻拍日本电影的感觉，也是这种感觉让不够奇幻的幻想世界和表演在某些地方略显突兀。但总体来说是一个好笑的小故事啦，雷佳音演得很棒，部分地方也稍有动人，但是立刻被打晕，这种虚假的动人是可怕的，也有点像昨天春晚的小品。求求了，别再让老人的表演做作刻意了，很难受…老人是动人的，又非得让他们说出明显不是他们的台词。老生常谈的所谓女性话题也不要再聊了好么…,30,15,1
内陆飞鱼,2023/1/25 22:45,《绝望主夫》和《交换人生》，可以交换一下体位。,30,5,1
掉线,2023/3/9 17:55,把《超时空同居》的缺点放大了：主角成长线，关系线被多余元素严重挤压。但除此之外，作为一部类型电影其结构之混乱，设定之空洞更让人吃惊，哪怕是一个戏文专业学生都有意识不会对这样的剧本满意。苏伦其实是少数能架空出一个虚构世界，具有浪漫感还不土的内地导演，这让她很适合拍爱情喜剧，但目前来看，不能太让她自由发挥了……,20,0,0
装老阿姨的少年,2023/1/22 13:06,先说，我也笑了几次，但是仍然不是好故事，甚至很多反感的部分。到底是谁先开始的既要无厘头又要煽情这种路子。张小斐还是该考虑怎么演不像在演小品。,20,38,0
诸葛宝宝,2023/3/2 14:34,庆幸没去电影院。电影确实很幼儿化，有一点笑点，但整体故事就很不好看，完全是导演和编剧的问题。,20,8,0
别关注我嫌烦,2023/1/24 11:45,喜剧就不需要故事逻辑说得通了哈？张小斐也太油腻了！想拿鞋底子抽的那种??这是我最烦雷佳音的一部电影！秦桧我都没烦他！小男孩演技还挺好的长得也帅～说真话我确实笑了好几起儿，你说看sharkbee出怪态这能不好笑吗？！??,10,3,0
轻骑兵,2023/2/24 19:12,能把喜剧拍得这么无聊，也是牛逼。,10,6,0
谋杀游戏机,2023/1/23 18:10,尽管在春节档里制作体量不占优势，但凭良心讲绝对不差，是个很温馨治愈、合家欢向的电影，看着轻松不累，开心两小时。雷佳音和张宥浩换身的演技很传神，雷佳音追车、让张小斐保证再也不想见到“自己”那场戏还挺戳我的，单亲家庭的小斐和妈妈的关系、小谷一家人其乐融融的氛围都很真实。笑点虽然不是挠咯吱窝让你无脑爆笑那种，但会让人一直嘴角上扬，比如糊涂的奶奶铺桌布会把人盖在里面，泡假牙的水被孙子喝掉，赶时髦拍短视频但又记不起密码，还蛮好玩的。制作也比较用心，异世界童话风。我单方面宣布雷佳音是2023春节档影帝！张宥浩形象很有辨识度（有点日系？），希望今后能接到更多好本子。,40,2,1
贪新不厌旧,2023/2/5 22:15,整体轻松愉快。故事线不太明了，女主人设过于单薄，亮点还是在于雷佳音对少年感的演绎上。,30,2,1
Xaviera,2023/2/23 18:24,真的想問問主創到底知不知道自己在拍什麼，以及拍出來了什麼？從世界觀到人設再到人物塑造完全崩塌……在導演前作《超時空同居》你甚至還能覺得雷佳音有“帥”的點，但到這部你真的只想他再見。還有最大的一個疑問是，張小斐的台詞功力本來就是這樣的嗎？,10,0,0
潘小七,2023/2/25 18:36,给了两分，因为至少前半段我笑了。但是后面真的俗套加无聊。还好没去电影院看,20,1,0
怀特金,2023/1/22 22:03,"额……没啥特色的俗套之作，
额……也不能怪俗套，俗套说明有市场验证，可是，额，就是没拍好，没有亮点，没有优点，像九十年代好莱坞dvd市场特别好的时候量产的那种低成本喜剧",10,4,0
熊人,2023/2/26 13:17,我的天也太难看了，审美坍塌，通篇尴尬的台词和表演模式，东拼西凑，又闹又吵还土……,10,12,0
Koel,2023/3/5 0:55,看到一些平时十分挑食的豆油4星以上好评，甚至有人写出云里雾里，玄之又玄的评论时，让我怀疑人生。,20,4,0
CoralKiss,2023/1/22 12:41,??坐电影院给我看无言了,10,53,0
寒枝雀静,2023/1/31 19:39,C＋/ 几乎在主流类型语境里最大限度地调用了上海弄堂的空间：绝不仅仅是建筑的，更是由高低错杂的言辞、身体、物件川流而成的。拥挤中的缝隙便化作有弹性的介质，引领着多样的变形：穿孔、张弛、塌陷或再生；原本悬空的设定渐渐松软且真正嵌入情境；轮廓分明的人物也在摆荡于讽刺与爱抚之间的语气下变得模糊且柔和。对《火车怪客》和《李焕英》的几处反写乐死了……,40,2,1
超人叔叔,2023/1/23 17:19,小轮车+逆光+绿光属于是叠BUFF了 然而比前作超时空同居尴尬多太多,20,5,0
SHolmes,2023/3/4 22:39,中期剧情就开始崩了。抛开中二气息不提，完全不知道电影想讲什么。,10,4,0
申由己,2023/3/22 21:16,只能说导演或者编剧，或者他俩都不行！两个字：尴尬！,20,0,0
搬砖侠,2023/4/30 17:50,确实是今年春节档最差的电影，感觉导演其实没想好到底要在这个故事中表达什么，又或者想表达的太多导致故事太过混乱，爱情、亲情、友情都处理得非常生硬，生拼硬凑出来一部电影！,20,1,0
开膛手贝塔,2023/2/25 16:42,这是21世纪的电影？原版是九十年代拍的都比这个fashion….,20,1,0
WIKI魏,2023/2/26 19:25,一堆喜剧明星，又俗又无聊??,10,0,0
marionette,2023/2/25 22:07,“上映33天”就上线视频网站了，这下春节档7部除了熊出没全看齐了。本来对这部也没抱多大期望，中间有几段确实还是蛮好笑的，可惜该奇幻的部分不够奇幻（特效甚至有点五毛）、该现实的地方又不够现实（打官司这条线简直儿戏至极），最后爱情友情亲情三条线一起归到人间大爱强行上了波价值就emmm没怎么被触动到。W男主都是交换身体后比交换身体前演得好（或者说更适合），张小斐稳定输出（虽然我现在看到她老幻视樱花），配角和龙套卡司也很强，属于过年合家欢电影标准水平了（也就是在贺岁档上映能让它捞个三四亿票房）。PS燕姿的两首歌太加分了，逆光和绿光都是我初心歌曲！,30,5,1
jiangjh,2023/2/26 22:56,你要说一点都没笑出来吧 也不是 可是太低级了 这种电影拍出来 还在春节档 整个中国主流电影就现在这个水平 真的是让人无语,20,6,0
把噗,2023/2/24 19:43,只适合《喜剧大赛》，看得实在尴尬。,20,2,0
喜悦之地,2023/3/7 18:58,交换灵魂这种梗有那么多参考片居然都写不出一个及格的剧本,20,0,0
巴喆,2023/2/4 17:58,勉强及格。把那些廉价的CG算上，这是真晚会小品，奇幻片温情家庭大鸡汤乱炖。5.6,30,1,1
??,2023/1/24 0:43,纯纯合家欢！,40,6,1
Parallax...,2023/1/25 17:51,建构在灵肉二元论之上的身体互换，一方面人物在灵肉互换的过程中重新审视了生活的同时，另一方面影片也通过呈现仲达与小谷的不同家庭环境与境况，侧面的强调了孩童期家庭对其个体身心成长的重要作用。,30,4,1
刘胖葱,2023/1/23 22:54,剧本糟蹋了雷佳音的演技。不开心,20,2,0
反叛缪斯,2023/3/2 14:38,两个字庸俗，剧本平淡到二十分钟能说完故事，东拉西扯家庭温暖，导演想让谁和谁和解？,20,4,0
pipboy,2023/2/25 23:46,上海取景：南市西马街，四川路长春公寓,30,0,1
Hi Friday,2023/3/3 8:50,2023春节档第五弹。这部最后还是没去电影院看，通勤路上看的。,20,0,0
mOco,2023/3/30 19:42,非常男性（孩）视角的青春期白日梦，笑点比较老，主题升华略硬。,10,0,0
海生,2023/2/26 21:12,除了男女主第一次约会的段落，其他都可以倍速或听声音不看画面跳过去。,20,0,0
二月鸟语,2023/1/26 21:04,今年春节档最适合合家欢的一部电影，关于家庭、成长、友情、爱情的都市轻喜剧。看过春节档另一部雷佳音作品后来看的这部，惊叹于雷佳音的戏路之广和作为演员的韧性，在很多细节上雷佳音所呈现出的少年感，会让你忘掉他的实际年龄；而电影整体也呈现出了一种少年/童话/梦幻感，相比上一部《超时空同居》的举重若轻，《交换人生》的创作看起来更轻盈，吴彦姝的表演依然令人动容，值得一提的是，本片的摄影也为本片加分不少，在色彩和光影下，进入一个梦幻的童话世界。,0,1,0
老罗Lazzaro,2023/2/5 15:04,身份交换是玩烂的故事，轻喜剧最后走温情向，适合贺岁档消时看。,30,2,1
我是小狗,2023/3/6 22:58,我有很多缺点的，比如爱干净，爱种花，爱做美食，爱宅在家。,20,0,0
GothamPunk,2023/1/22 19:37,2023年的片子，对于z世代的刻画还不如2010年的《歪小子斯科特》。各方面配置都仿佛《人潮汹涌》，但一方面导演水平太次，另一方面《人潮汹涌》本身也是炮灰啊。所以到底为什么要拍这部片子呢？为什么要来春节档白给呢？不懂。,20,1,0
安东,2023/2/25 22:27,满脸问号，这是拍了些啥？！,10,1,0
甦醒 Nostalgia,2023/3/3 13:42,想法和趣味都拍的油光粉面的，这到底是为啥？不知道有没有人想过国内这类电影的问题，你能看到创作者的一些心思和正向的东西，但成品总是如此腻歪充彻着段子式的迎合和价值观上的别扭。一个要讲述少年爱情、友情的故事却在不同人的身份上加上了很多东西比如女主的年龄危机、人生危机，社会层面的欺诈和正义，这些东西硬生生的搅合在一起，电影呈现的是精致的珐琅锅打开的一锅略有糊味的炖大鹅，最后还不如让坏人也感悟变好呢，真变成大鹅给炖了是不是有点cult啊，就是给家养着也挺恶心的。本质上还是创作思维不是由根本的情感出发，而是项目式的觉得观众需要什么，什么有爆点的出发点去编创的，所以这样的电影会越来越多，即让创作者觉得受伤也让观众觉得莫名其妙，还是我们的创作者需要思考下在电影里要打情感这路牌是不是要更着眼于人。,20,0,0
Panda的影音,2023/3/7 1:33,1.雷佳音：…我脸大有福… 2.前面的戏份就让我感觉造作，看到陆小谷骑自行车追开小车的仲达时更是觉得太假了，而后呈现的“交换人生”奇幻设定不免想感叹一句：即使是超现实喜剧也不能这么不讲逻辑的吧？3.-…只要我喜欢，就算一只鹅我也乐意。-行，回家铁锅炖女婿。…→这个结局有点细思极恐；4.没想到这部片子竟然使用了孙燕姿《逆光》和《绿光》两首歌；……,20,1,0
我情绪零碎KAI,2023/1/29 17:20,最好的春节档合家欢，也是最被低估的冤案。以爱情投影，勾勒出最家庭的模样。那便是互为工具，也互成嫁衣。唯一值得商榷的可能是电影落点的位置感，是身体诚实的方向，还是幻梦驱使的方向？,30,3,1
了不起的花轮君,2023/2/25 22:35,雷佳音跟黑心老板谈判那段差点给我笑抽过去，他抖包袱的语感和节奏太好了。,30,2,1
电灯和电话,2023/2/4 2:10,制作演员都及格了，但剧作骨架就有大问题。不用资深影迷，中学生稍微分析一下都知道问题在哪，导演是不也是卖保健品出身，能忽悠这么一大帮人去拍这么畸形的剧本。,20,4,0
牛奶很忙,2023/2/24 17:23,《阳光劫匪》风格的都市喜剧，张小斐好灵啊,20,1,0
团小纸,2023/3/5 15:36,美术还不错,20,0,0
Wallflower,2023/1/23 2:42,完成度很高，极少看国产片的我还意外地觉得挺好笑！另外有煽情的地方，也很多泪点，好喜欢奶奶这个摇滚少女-“我希望这个艰难复杂的世界，不要改变你”/母女公交车的一幕只有几句话就很触动我/最后，正义永远会战胜邪恶！,30,4,1
一贫,2023/4/12 2:05,"其实交换身体这类片都看得有点腻了，不过毕竟是春节合家欢，整个就还是挺欢乐的。
PS：两次谐音变鹅有点过分了啊，许愿机肯定是故意的。。。╮(╯▽╰)╭",30,0,1
张苑希,2023/3/2 0:19,这是缝合了多少部好莱坞“少年长成”电影。感觉更像在看一堆胡拼乱凑的网络段子合集，完全没有围绕主题“交换”作出更具价值性的展开，随便卖卖合家欢打打亲情牌就扔进春节档捞钱。从张小斐继《李焕英》的后续资源来看，女演员要想在华语电影市场突破男权壁垒再创佳绩难上加难。,20,1,0
无情码字机,2023/2/2 17:55,为数不多的，演员满分，导演零分的作品,20,5,0
逍遥兽,2023/1/24 5:17,调门很高，叙事没谱儿。。。如果不是雷佳音演，应该是非常尴尬了。还好有象宝，她很捧场地笑了又笑～,0,2,0
曼特宁,2023/3/20 14:58,阵容可以，制作也不能算不用心，就是像儿童剧,30,0,1
丽地呼声,2023/2/26 16:22,这个片子和《绝望主夫》都是没去电影院看，算是捡着的片子，没意思，片子本身没片尾曲《绿光》好听,20,0,0
豆瓣在逃江湖骗子,2023/1/22 14:41,"雷哥张姐：他们给得实在太多了
整体及格分吧，搞笑的地方还是有但是不多，整体就是春节档核心家庭观的回归，老少皆宜但是也深不到哪里去，本来搞双线可能还更有趣，但是单线之后啥也没讲清，甚至好多无效人物情节，总体油腻，张姐去油效果还不错",30,10,1
汤头精灵,2023/1/22 20:57,睡着看的，事已至此，70多块钱的票价和2个小时的生命，总得对得起一样吧????,20,16,0
梁威是条狗,2023/3/24 23:34,18岁失学儿童调戏女培训师，交换黑心律师身体大破老年诈骗案。真是纯纯的奇幻，为了奇幻而奇幻，故事浅薄毫无深度，人物脸谱化，笑点僵硬。哪来的信心在春节档上映，以为没有同类型喜剧竞争就稳赢了？当观众是傻子,10,0,0
姜乌归,2023/4/15 23:23,表达亲情为什么还是要这么直白？最尴尬的是，虽然影片最后的基调是两组回归家庭向的，但有始无终的爱情线（雷佳音—张小斐）和第三组错置的家庭（“邪”取代“正”）反而更有吸引力（可惜一个在空洞的宣言中瓦解，一个尚待展开即戛然而止）,0,1,0
monica喵,2023/1/23 18:30,张小斐的脸也太适合大荧幕了吧！真的好美啊，灯光摇晃那段真的太美了。最喜欢的角色就是金妈了，一个超好的妈妈，刀子腿豆腐心，对女儿也超好。,40,9,1
查令街的浪先生,2023/1/22 15:04,【人晕的时候，看万家灯火，就是流星。】,10,16,0
非魚,2023/3/23 18:28,什么人都能自编自导了。。。,10,0,0
浅。,2023/2/27 10:35,剧情完全没有任何逻辑可研，完全不明白要表达什么。笑点也是短视频似的十秒单独笑点，浪费这么好的一个阵容。,20,2,0
张科科,2023/1/24 20:23,哎，不是凑齐了喜剧元素就能大卖,20,6,0
???????,2023/1/24 15:49,2.5,20,2,0
路人彦小二,2023/2/7 23:09,"原本以为是gjm、《栀子花开》那种级别大烂片，看了之后觉得顶多算是平庸
灵魂互换这个梗的确有点过时，宣传是春节档唯一喜剧，但是搞笑量真的不如开心麻花。除了张小斐，其他演员都没多少笑点在身上
《逆光》那part的小斐绝美
丁嘉丽演得很有记忆点
小谷一家的高光来自一老一少，吴彦姝奶奶最后有催泪到我
雷佳音演得很尬，整个形象去演绎灵魂是窝囊高中生，演得很表面尴尬
原本宣传以为是爱情片，其实讲家庭、讲认识自己，其实可以把故事讲好很有深度，可惜大杂烩一通，啥也没捞到好
孙燕姿的《逆光》、《绿光》真好听，如果请她新唱一首ost，票房还能再高些",30,1,1
小溪笑嘻嘻,2023/2/4 19:58,想要的太多，爱情、家庭、自我…然后变成了一锅乱炖??家庭线和爱情线抢来抢去，最后谁也没说清楚…主视角如果是雷佳音或许会更好,20,1,0
大灰狼的兔,2023/1/24 13:06,不管怎么样，我们都要在自己的世界里活出属于自己的精彩，每个人当下拥有的其实都是自己最珍贵的财富，比如家人健康爱。,40,2,1
仿真男孩哪吒,2023/2/27 0:34,都不好意思讲自己看过,20,0,0
李秋天,2023/2/24 20:51,"我竟然觉得不是很难看。看见十八岁的小谷喜欢30+的金好就联想到一些网友分享的童年《恋姨日记》哈哈哈哈哈。要是有张小斐这样的阿姨确实挺有魅力的。
剧情是显得有点弱智。编剧好像从未想过要认真做一个正经电影。而是刻意寻找一些正常人脑回路不会做但可以制造笑点的剧情走向。不过笑点倒是过得去，看得出认真，不低俗，没有下三滥屎尿屁，看着很舒服。
冰箱门掉了我真觉得好好笑哈哈哈哈，我笑点好怪
感觉雷佳音演仲达那种中年油腻男倒是一点不出戏嘿。
还有，综艺看多了，看见沙溢总觉得他老婆应该是胡可。刘敏涛演得也不错，但总给我一种“偷情”的错觉。",30,0,1
荆棘,2023/2/26 9:51,不是人身攻击但是小斐演这种女神人设是不是真的差了点…贺岁档剧情真的无所谓，但不养眼就…,30,0,1
??,2023/4/28 20:53,预告诈骗型电影，又多期待就有多失望,10,1159,0
我没电了??,2023/4/28 22:00,张新成每次深情地看着孙千的时候，就像一个眼神坚毅的喜羊羊,30,2692,1
清,2023/4/28 20:14,不是，别的就不吐槽了，新加坡和中国的通讯是只给你俩切断了吗？,30,1950,1
忽生知月,2023/4/29 20:06,"女主弟：“你恨我吗”
女主：“傻，你可是我弟弟”
那一刻我无奈到极点",30,1467,1
武侠小王子,2023/4/28 22:00,总体感观还不错，仿佛看到了自己学生时代青涩的影子。或许每个人对于爱情都有不同的理解，但电影却把恋爱过程中大家都能共鸣的小细节丰富呈现了出来。演员的表演也比较细腻，我们能察觉到张新成和孙千在不同背景下，不同时间节点下的细微情感变化。围巾、西餐厅门口的雕像、孙千的雨中舞…等诸多意象化的表达，全面的拉升了影片的质感和可看性。。整体是一部不错的爱情片，推荐！,50,994,1
方聿南,2023/4/29 12:36,陈见夏和李燃相遇在中学校园，分离在大学时光，又在多年后的人生路上不期而遇，然后回忆像潮水一样涌来，曾经的恋人又被爱情再次包围，这次更加浓烈更加深沉。客观地讲，如果你对一部爱情片的期待就只是无休无止无脑地疯狂发糖，吹出一万个美丽肥皂泡供你悬浮在幻想宇宙，那《这么多年》或许不是你的菜。这里没有那种会让人甜到牙根发腻的嘤嘤情节，也不会把所有邂逅和重逢都包装得像是不真实的三次元童话，也正因如此，爱情中的每个波折才有了扎实的分量，在你的心海激起更大的涟漪。好看的爱情故事从来不止是一帆风顺，不是我们如何在一起和一定会在一起——而是会让你看到，在许许多多的瞬间里，我们是如何差点没能在一起的。只有这样，最终的双向奔赴才有动人的力量。,40,987,1
OMG,2023/4/28 20:44,如鲠在喉如芒刺背如坐针毡,20,1743,0
时光停在你眼里,2023/4/28 21:35,看完首映我真的很惊喜！！！不是书粉，也不是很了解振华n部曲。从一开始对这部电影并不报太高期待，毕竟国产爱情电影懂得都懂，但是！！这部真的可以是天花板了，有剧情，有演技，有泪点，有笑点！！纯爱真的yyds，本来以为演过林杨的张新成来演混混李燃会出戏，但是他稳稳的接住了这个角色！！孙千也好棒，好适合演这种忧郁女主，总之五一大家无脑冲这部就是了！！,50,902,1
宋小君,2023/4/29 14:20,整体观感不错，国产爱情片在进步。孙千演怯懦但又不服输的女孩很灵，张新成也能驾驭痞帅和少年感，两个人很搭。故事在19年这个时间节点展开，通过触景生情的方式回溯10年前的学生时代记忆，年代还原比较到位，很容易将人拉回到十年前，算是意外之喜。观影过程对电影本身的感受，和观影之后联系生活的回味都挺唏嘘的，“最登对的总分开”大概生活总逃不开一些意难平吧。在电影里跟着角色的悲喜跨过一段10年的情感，其实就是映照自己的心事吧。,40,770,1
世纪症候群,2023/4/28 20:35,这是多喜欢用大光圈？,20,708,0
天女蕊,2023/4/28 20:42,"其实与其说是爱情片，不如说是陈见夏个人青春成长片，代入感太强，除了最后我绝对不会回家之外，这点让我颇为不爽。全剧性格高光就是她决定无视流言蜚语家庭压力坚决返回振华中学，没有丝毫自暴自弃，她有这样抗争命运的勇气，做什么都会赢的。陈见夏人设蛮特别，不是那种男凝视角下洁白的茉莉花，绝情又多情，沉稳又敏感，能屈能伸，被千妹演得很狡猾，很可爱。啊啊迟到了半个小时没看到张新成抽烟和军训的镜头我恨！夏天的围巾vs秋天的团扇，从男人嘴里说出来是深情，从女人嘴里说出来就剩幽怨了，所以抛弃男人一般不需要有什么心理负担，她好渣他超爱——不过谁知道呢，也许小可怜李燃压箱底的十年也是幽怨的十年。
（省流纯爱版）李燃：陈见夏，我变得更有担当了，这次你离开，我也不会哭的。陈见夏：我知道你不会哭的，我回来，是因为我爱你。",50,532,1
职业电影粉丝,2023/4/28 20:51,这么多年，国产青春爱情电影还是那么烂,10,719,0
deltas,2023/4/28 23:39,建议改名 更适合东亚女生体质的恐怖片,30,1253,1
rovaniemi,2023/4/28 22:27,男主女主演技还不错，故事真的很一般般…（补一句我真的很讨厌给女主妈洗白那段台词，什么爱在心底口难开，就是重男轻女啊啊啊啊啊拖出去吧）,30,837,1
六月十五小满,2023/4/28 20:06,充分说明了，找有演技的演员和有CP感的男女主角的重要性，太有代入感了。请把张新成和孙千锁死谢谢。,40,592,1
王大根,2023/4/29 16:24,男主还蛮有魅力的，但不像一个真实的人类，像一台人形全自动取款机……,30,608,1
巴塞电影,2023/4/28 21:14,"承认被暖到了。  
陈见夏的原生家庭是不幸的，但能与李燃相遇却又是幸运的。彼此救赎的爱，就像寒冬雪夜里的相偎取暖，不会因为分开就随时光消散。  
不得不说，长相清秀，气质里自带倔强坚韧气质的孙千，是真的很适合演陈见夏。倒是一贯给人以“乖仔学霸”印象的张新成，跟李燃痞帅差生的设定有点差距。  不过这点差距，被他的表演和CP感弥补了。每次两个人凝视对望，情绪都满到要溢出银幕。情感给的足、诠释到位，故事的感染力自然就出来了。何况，还有高还原场景和足够用心的细节做衬托。
但愿每一个被原生家庭伤害的陈见夏，都能遇到自己生命中的李燃。",40,832,1
tequilagirls,2023/4/28 20:33,张新成没演出来小混混感，孙千绝美，演自卑要强的高中生毫无违和感。剧情单薄，完全看不出来男主怎么喜欢上女主的？又剪得稀碎，一场戏十秒钟（对我说的就是床戏，就给我看这个？）,20,792,0
-洛榆-,2023/4/28 21:15,i原著感觉超出预期了（？）张新成固然不是我的李燃，孙千却是很有点陈见夏的感觉。八姐最灵的小幽默保留不少，可惜的点是高中时期的细节删减太多，做得好的点是重逢之后的部分舍弃了原文的世俗狗血，整体可以及格。,30,356,1
鲜有废客,2023/4/29 11:59,"看着很舒服的一部爱情治愈片。孙千饰演的陈见夏，让我想起学生时代遇到过的一些女孩，坚韧、内敛，想要反抗不公的重男轻女的原生家庭。而老戏骨刘丹饰演的母亲，经过之前《开端》里的“锅姨”一角后，简直种下了恐怖阴影，所以在本片中饰演的偏心母亲，很到位，很有压迫感。
除此之外，陈见夏和张新成饰演的李燃之间的爱情故事，有着另一番贴心质感，既带有学生时代的青涩朦胧，同样也有那种从泥淖里拉出心爱之人的治愈温暖。看完整部电影后，内心很受触动，也为之感动。",40,637,1
wendywf222,2023/4/28 21:06,"张新成在大屏幕上呈现了细腻的表演，表演风格更加纯熟稳定。怼脸镜头也扛住了！

剪辑上有多次倒叙但并不混乱，有一处流畅的连续转场镜头我自己非常喜欢！

配乐恰到好处，没有很刻意地煽情。剧情走到后半程，情绪一点点累积，最后的HE反而令人万分感慨，回味无穷。

很少看爱情片的我确实被打动了，值得票价。就够了。",50,694,1
