用户名,评论时间,评论内容,评分,赞同数,情感
馥雅,2023/3/31 20:13,真鬼假鬼的反转N次方，这样一个套路走到底有点腻，后半段的大高潮煽情戏还一股春晚小品味，但瑕不掩瑜，吓一吓乐一乐最后再抽抽鼻子挺好的。加一星送给在社会主义新浪潮鬼片道路上持续奋进的导演，也算还了《中邪》的票钱。,40,12,1
小煎,2023/3/30 21:03,"《煎饼侠》的绝大部分情节+《摄影机不要停》的部分精华+《扬名立万》的一些内涵再+一丢丢《缝纫机乐队》＝《了不起的夜晚》
这个片子在我来看一般，但看的出导演的用心，但是导演显然没有当作电影来拍，反转不是以反转为目的的，可以借鉴一下《套装》的反转，很流畅的情理之中，意料之外而且也是为主题和故事线服务。从这个片子我也好像有点明白了为什么当年有一部分观众很不喜欢《缝纫机乐队》了。

片子明天公映，范丞丞真的很不像范丞丞（正面评价）也许你们喜欢呢？不是圈钱大烂片，可以尝试着看看。",30,1,1
HarperDie,2023/3/27 16:44,三星半。从群演到导演难吗？马凯既没做设问，也不强求解答。但在这个惊悚技法包装的喜剧片中，他一直在演示给你看：不要没开始就自我否定，热爱就去体验，不留遗憾。寻求改变和循规蹈矩相比，华语片太需要前者的面目狰狞。全体演员都很适配这样的表演体系，恣意地在鬼魅中散发光亮。,30,4,1
阿落,2023/3/27 4:58,不会后悔去影院 宝藏导演宝藏演员,40,33,1
KellyWu凯利吴,2023/3/26 16:43,"戏亦真时真亦假,此戏非戏戏中戏，喜剧大赛演员再就业，真正的《逐梦电影圈》，喜剧惊悚悬疑成长相互切换。总体三星半，看片名以为是烂片，没想到电影还不错，质感粗糙，成本很低，情绪给的很足，该吓人的时候吓人，该逗笑人的时候逗笑人，充满很多打破虚构故事和现实之间壁垒的笑点，表面看上去平平无奇的三段式结构，是一个动了脑写的剧本，不断反转回收伏笔颇有意思，结局也好猜，整体完成度颇高，不是那种纯粹堆小品段子的喜剧电影，拜仁名宿前锋马凯有点东西。另外范丞丞的表演，完全让观众忘记他是流量明星的身份，挺生活化，挺接地气，虽然说不上演技有多好，但比起全程司马脸的脖子哥和只会苦大仇深皱眉头的四字弟弟强多了，最起码也是个称职的演员。",30,5,1
在下不耐烦,2023/3/26 17:37,放下挑剔，放松观影，虽然有一开头打兄弟那段让我心里有点担心但是后面笑惨了……最后感概，活着真的不容易！！！,40,33,1
??Polaris.J,2023/4/1 18:42,"有这个挑战的想法挺好的… fcc也是努力了完全没包袱！最后面逐渐无聊  太长了 还是不太好看
倒是花絮，挺感人的",20,2,0
腰果侠,2023/3/26 20:57,特别勉强的三星 加油呀蒋龙,30,0,1
文森,2023/3/31 22:12,【2.0】难看到后面半个小时都在数摄影熊的镜头。,20,8,0
bear.07,2023/4/1 15:11,来支持下一年一度喜剧大赛的选手们！我妈说最后给她看哭了（。）,30,1,1
djfish,2023/4/4 21:05,丽妃有几个镜头挺吓人啊。,40,2,1
禾口角刀牛,2023/3/31 21:21,蒋龙演得特别好！肉眼可见的好！虽然有尿点还强制煽情，但是确实很好笑。真的很好笑。,40,8,1
慢吞吞的小君仔,2023/4/30 0:08,这也太难看了…totally网大。第一次看电影提前离席，实在看不下去…,10,1,0
是王帅傅,2023/4/1 16:17,拍出了一种老破小的感觉,30,0,1
牛三牛,2023/4/1 18:44,一场试图打通网络视频和电影剧组的“戏中戏中戏”，一次颇为难得的类型化创作尝试，看得舒服，笑得畅快。长久以来，国产同类型创作似乎早早走进了烂片死胡同，在唯物主义大旗下挂羊头卖狗肉，质量止步不前。马凯首作珠玉在前，这次又勇敢地尝试了一种类型混搭的轻喜剧风格，用相对工整的嵌套叙事，辅以癫狂设定和人物群戏，惊悚部分铺得恰到好处、合情合理，一番番地不断升级，看得有惊又有喜。,40,9,1
上网不装好人,2023/3/31 21:13,蒋易。永远到底有多远。,10,4,0
Captain_C,2023/3/31 23:37,在审查的边缘将惊悚与喜剧元素完美融合，难能可贵。,40,9,1
Shirleysays,2023/3/25 16:12,#??观影# 连鬼都卷起来了！一边煽情，一边卷，服了～,10,5,0
L-MOVIE,2023/4/6 22:32,前两幕还是能看的目前国内少有的喜剧惊悚片，最后收尾收的太网大又强行励志，显得廉价了,30,0,1
阿蛮,2023/4/1 2:01,能理解导演这种“离间感”的设置，但是真心很受不了这种需要2倍速的叙事节奏，演员都不掉链子。蒋龙，值得更好的剧本。,20,0,0
奥特曼,2023/3/31 7:34,这电影要能卖座我名字倒着写！惊悚和喜剧做得都很低级，马凯驾驭商业类型片的能力一下就被打回原型了。,20,17,0
丶墨瓜,2023/3/25 20:48,"虽然是有点缝《摄影机不要停！》、《新喜剧之王》和《我是路人甲》，但不得不说，一结合古装宫廷恐怖元素，确实是有意想不到的效果出来了。而且马凯不愧是一个拍过《中邪》的导演，前面那么俗气老套的剧情，能展开得这么有意思，是真的行。当然了，监制易小星也功不可没，喜剧元素穿插得完全OK。还有就是结合导演自身的经历，影片里面的一些点细一想确实是感情真挚，又有呐喊，又有调侃，真的是不错。
但不得不说，结尾还是心善了点，又是那种无用的鸡汤式的自我感动，真给我看麻了，不过后来一想，这和被篡改的字幕能对上啊，“意淫”你不让显示出来，我把结局给你拍出意淫味儿来！！！
PS：这三个“丽妃”简直是认同焦虑的实体化。
2023年第9部院线片。8.5/10。",40,30,1
五澍-,2023/3/31 12:23,电影只想给一星 生硬的反转 立马能猜到下一个情节 毫无审美 这类片子无法客观评价 冲着路演场主演来学校加一星,20,3,0
melvins,2023/4/7 15:16,哎。中邪之后支持一下票房吧 小山挺抢戏,20,0,0
秋库布里克,2023/3/25 17:45,【B】槽点太多，最主要的是剧本拉胯，笑点都是台词包袱而不是建立在情节碰撞；因为早就知道国产片没有鬼氛围又像闹剧所以也很难吓到人；反转很多，但根本不是电影逻辑的反转，是短视频逻辑反转，是那种突然演着演着都快结束了某个角色突兀地告诉你其实我癌症了我马上要死了然后开始转催泪的反转；悬疑喜剧惊悚样样有，样样都不行。即便从娱乐性的角度审视，这片做的也不好，剧组戏拍的太实，精力全在揶揄讽刺影视工作者身上，而不具有任何一场真正够“飞”够“疯”的能让人印象深刻的段落，最后长达三十分钟的热血煽情更是自嗨到了极致，影视人看一群人不去医院抢救也要拍片或许能有点共鸣，观众只会觉得哪来一群傻缺。最后也就创意不错了，但这个创意，其实都是照搬的澳洲恐怖片《恐吓运动》。,20,2,0
貓睡了一整天,2023/3/31 20:54,就是漢化版的「攝影機不要停」片子三星 加一星給喜人們和龍叔｜蔣易太好笑了 ｜周一圍是本色出演吧,40,13,1
南悠一,2023/5/5 23:45,马凯或许太迷恋情节和反转了，对他学到的几十年前过时的电影知识照单全收，大量借鉴而来的技巧被用在影片里，比如后半段幕后班底出场的情节，颇有周星驰喜剧的特点。如果想巧妙使用反转，创作者必须注意，概念和意义常常会被反转解构掉，若不注意反转和反转之间产生的某种作用力，整部片子内在结构也会垮掉，解构一时爽，重建火葬场，无厘头成了胡闹。另外，反转会影响导演镜头的稳定性，在反转里往往不能沉淀出视听上的作者标识。,20,0,0
与牛一起旅行,2023/4/3 22:26,感觉这个电影最多拍七天就拿出来圈钱了，网大水平上网大就可以了，来院线活该被骂，哪怕我喜欢蒋龙也要说这部剧很烂，他在里面也很平庸。,20,4,0
sherrychan,2023/3/27 0:53,点映场氛围不错，有get到笑点，看得还算开心，三兄弟感情的铺垫不到位，挺塑料的，最后突然的煽情显得很尬。蒋易和梁龙是惊喜，蒋龙稳定发挥。,30,2,1
或者雪,2023/3/31 21:55,前半个小时稍微有点尴尬，从丽妃死了开始还不错，各种反转虽然比较套路吧但是考虑到国产片不可能真有鬼也能接受，最后这个猴子长了个瘤我真是受不了了…,30,0,1
发条橙,2023/4/28 20:06,刚刚，范丞丞有了代表作。,50,2292,1
徐若风,2023/4/28 20:54,易小星一步一个台阶，真的有进步。“怂女婿见岳父”题材下，利用人物核心矛盾不断发散笑点，同时也贴近当下生活情感。前段多肢体喜剧设计，后段多细节笑点，看得轻松顺畅，不尬不拧巴。片名概念也有点妙，“人生/路不熟”“人生路/不熟”不同断句不同效果，也是想讲每个普通人都会有“不熟的第一次”，勇敢跨过去，做对的事就好啦。,40,1500,1
段郎RockDuan,2023/4/28 21:20,笑中带泪的一部电影，有两处直接让我泪目了。第一处是周东海摔坏求婚礼物的时候，周东海处处为了女儿着想，却没有考虑过女儿真实的想法；女儿遮住纹身不告诉父亲不是怕父亲，而是在乎父亲的想法，直接狠狠被代入了。第二处是结尾结婚的时候，父亲致辞的时候真的好有感染力，想到了我的父亲。,40,1403,1
记上他掉凳了,2023/4/28 21:53,"挺烂的 但也笑了
看完又有点悲伤 一流的喜剧女演员 耀眼的新人女演员 就只能演这种东西",30,3439,1
523,2023/4/28 20:46,全家一起去看的，最后婚礼周东海致辞那儿，我和我妈一扭头，看到我爸在偷偷擦眼泪，万万没想到啊~乐死我了,50,1202,1
快乐小张,2023/4/28 20:27,"有人在囧途那味了，笑点还挺多，也有传递一些积极的价值观（勇敢、正义）。
最后亲情线那里也挺感人的，差点看哭了，中式父母感情戏永远不过时。小女孩的演技好有灵性，前途可期！男主颜值忽高忽低，有的角度竟然有些像许嵩（对不起范丞丞，看了演员表才知道，演技可以的）。
总之是五一档不错的喜剧片了，很适合带家人一起看。",40,1335,1
不辞的辞,2023/4/29 10:33,挺好笑但太男凝了 而且男主太蠢有点烦,30,1664,1
超幻想主义,2023/4/29 21:08,还行，我笑了。但刻板印象随处可见，比较低级。男女主的爱情没有基础，无法共情。女性偏工具设定。,30,1089,1
高詩遠,2023/4/28 20:25,挺邪门的一部片子。0元购的，想着不浪费公共资源去看一下吧，结果第一天上映北京就下大暴雨，坐的那趟公交车还出了车祸，最后冒着大雨蹬共享单车到的影院，不过还是迟到了十分钟。本质上还是一部为父权制度作辩护的片子，男人们斗女婿乐此不疲，女婿就算什么事都不干，都会自动地危害老丈人的利益，最后再通过老丈人的教化，女婿得以成长。总体来看就是一部段子集，所以他们的对话经常能够发现有扯远的倾向。人设在这种片子里面就不用奢望合理，男主（女婿）的情绪起伏之大让人不禁怀疑他精神有点问题。布景极其敷衍，频繁出现的车的空镜像是湖南卫视综艺节目的转场，结尾祝寿宴和婚礼现场一看就是后期合成的。反差音乐、夸张表情、升格镜头等套路简直屡试不爽，已经成为了我国喜剧片的配套零件。可是马丽在里面有个梗还挺好笑的，不过剧透不道德。,20,1090,0
Fy,2023/4/29 0:05,虽然我满嘴跑火车，丢三落四，啥事都不上心，各种扮洋相但我老丈人一家就是能无条件无尺度原谅我喜欢我，嘻嘻,20,788,0
付突突,2023/4/28 20:52,有些段落能笑，有些不能笑。但是硬上价值和爱耍小聪明这套，还是有点膈应。,30,434,1
pickitup,2023/4/30 11:02,无脑看着笑笑就行，挺多地方不能多想，要不然太心疼钱了,30,256,1
xxhh,2023/4/30 17:05,一些比较常见的喜剧元素罗列。热评里对女演员困境的评论反而更能让我共情：中国一流的女喜剧演员，风头正劲的新人小花，也只能在现在的电影环境下，出演类似花瓶的角色。为什么啊。,30,205,1
what'swilliam,2023/4/30 13:05,3.1星。略尬的男版“便利贴女孩”之公路电影版《拜见岳父大人》。1.90%以上的包袱来自男主的蠢事做尽，剩下10%来自乔杉马丽的台词表演，可惜真正好笑的只有那10%里的一半。2.男主堪称男版傻白甜代表，又菜又笨闯了大祸还委屈“人家只是单纯无辜不谙世事的小白花”，这种人到哪祸到哪的灾星体质当然要被岳父退货。3.常远做配角果然比做主角有效果，他的油腻配上景冈山的《我的眼里只有你》成为本片为数不多的亮点时刻。4.马丽能不能接点好本子？那种能给你这个一流喜剧女演员发挥空间的。5.片尾男主反击老板和偷油贼的段落目的太明显，强行让男主成长，男主进化的转折点竟然来自反派的辱骂而非对女主的爱，编剧没处理好。,30,156,1
阿卜,2023/4/28 21:42,耳熟能详的全明星演员阵容+导演易小星的带来了影片的品质保证，喜欢喜剧片的朋友尤其不能错过了。开场半小时喜剧梗尤其密集，满场笑声几乎没怎么停过，中后段的笑点也不断发力。同时故事也非常接地气，人物以及剧情发展又贴近现实生活，不管是担忧子女的父母之心，又或者是常见不过的酒局遭遇，很容易便能与影片所表达的内容共情！,40,975,1
菀得,2023/4/28 21:24,笑点挺多的，结尾的泪点也不狗血。范丞丞的演技真是千篇一律啊，演谁都是一个德行，他咋就能出来拍电影了呢？？没演技没颜值咋就出来拍电影了呢？？,30,142,1
王大根,2023/4/29 22:51,既然演员几乎全是操着浓重东北口音的东北演员，何必又设置成西南少数民族背景。东北话统一全国得了呗。,20,403,0
萌 . 李,2023/4/29 9:18,和同事吃完饭临时决定去看电影，只有这部有票还时间最近就看了，本以为是烂片，没想到，意外的还不错！笑点还挺多的，很流畅很舒服的就看完了。乔杉他家这一路因为女婿惹事花的钱算下来可不少啊。三星半吧，如果假期无聊可以去看一下，笑一笑人也会轻松不少。,30,175,1
腸胃好痛,2023/4/28 20:50,代入感好强。。一边抠三室一厅一边感谢当年老丈人的不杀之恩。。,50,1052,1
后自愈,2023/4/28 20:14,如果你说一个男性导演会有陈旧的性别观念和爹味是不可避免的，那拿配角的身体缺陷和黑人当笑点总是可以避免的吧？什么恶臭集大成，易小星还是那个叫兽，从未改变。,10,1404,0
碳水得戒,2023/5/2 18:46,"当你抱着这铁定是一部烂片的心态去看的话，效果还不错，笑点不算尬，能看，但是一看也不是多动脑筋想出来的东西，类似于照着模板写了个勉强及格的作文。
p.s.仍然无法理解喜剧片为什么一定要煽情？",30,53,1
张兮兮,2023/4/28 21:01,好久没看这么轻松的电影，好久没这么开心的笑过了，感觉影片几乎是十分钟一个包袱，笑点超级密集！笑中带泪，但是又不是刻意在煽情，刚以为要套路的煽情了，没想到接着一切镜头就是一个梗，硬生生给我眼泪都笑出来了！全员演技在线，范丞丞和张婧仪的CP也好好嗑！,40,1013,1
lovkilluae,2023/4/28 21:04,是不是所有的岳父对女婿最先开始都是嫌弃啊，周东海有种让我看到我岳父的感觉,50,964,1
清石桃桃,2023/5/1 18:18,笑点一般，都能预判到。男主的人设设置得过于蠢了。,30,48,1
Ston3s,2023/4/28 20:07,蛮尴尬的，剧情设置离谱但难笑。,20,500,0
嘟嘟熊之父,2023/4/28 20:06,刻板印象常有，但一部电影中所有角色无论男女老少全是刻板印象，真的世间少有。片中的笑点就和小学男生拽女生辫子教室里响起哄堂大笑那感觉是一样的，全是看别人出丑，很low。,10,1223,0
麦麦,2023/4/29 4:50,笑点及格 男主low穿地心 连自己职业都不敢向岳父坦白 酒品极差醉后骂岳父 因为自己的愚蠢给女朋友一家招来横祸 面对他人侮辱恼羞成怒发癫被追着打 最后靠女主一家来救自己侥幸逃脱 可以说是没有任何优点了 相比之下女主柔道满分 长得漂亮 家庭和睦幸福 不知道看上他什么 虽说找对象人品最重要 但男主人品也极差 撒谎精+爱无能狂怒的怂包罢了…,20,289,0
slow,2023/5/2 16:19,不行啦，范丞丞人设实在是太蠢了,30,38,1
武侠小王子,2023/4/28 20:48,乔杉范丞丞不仅年龄超级加辈，笑点也在加倍！从开始因为认错人身份错位引发的笑点，到后面感觉范丞丞饰演的万一帆这么个冤种女婿不像是演的，是真的憨啊！还有乔杉张婧仪之间的亲情的泪点，看到乔杉演的父亲担心女儿，还有最后结尾处父亲的眼泪，想到我的父母了！狠狠泪目了！,40,843,1
Amber_54,2023/4/28 20:08,很久没看过这么难看的电影了 浪费我63,10,675,0
霏桃桃,2023/4/29 20:49,此时的我只想找小红书推荐的人退我票钱，我在电影院是坐立难安，是怎么做到融合了一堆烂梗之后还不好笑的？还有我真的很厌烦那种我各种闯祸各种小毛病各种不小心可是我是心地善良的所以所有人都要喜欢我的设定，太烦人了,10,582,0
豆瓣路人己,2023/4/28 22:55,易小星放过大银幕吧，真的更适合网络，尤其是现在的短视频！还说自己看了那么多电影教材，真的白看,10,443,0
林林奇,2023/4/29 12:20,给一星都浪费 啥垃圾电影 剧情弱智 2023年了 有点良心吧 傻人有傻福 傻x没有 男主也配谈恋爱？当个人都费劲,10,411,0
光夜,2023/4/30 21:54,偶尔能笑一下，那种后悔为什么人能因为这个笑的那种笑。。。,20,195,0
野歌,2023/4/28 20:18,"现在就坐在电影院里，尬的我真的是忍不了了。剧情没逻辑就算了，作为一个喜剧片用的都是烂的不能再烂的烂梗，我都能猜到下一步怎么发展。关键是，我是看了美团上的评价去看的，全部都是尬吹，当时也没细想，现在打开再看，觉得特别讽刺，这都是背了什么任务写的几百字能吹成这样。
感觉连台词都没有做到基本水平，情节发展完全为了搞笑而发展。再说主题，在这么无厘头的剧情里还想表达“油耗子”“年轻人加班”等主题，怎么想的？有这个实力吗？？",10,432,0
演员kkkkkw、,2023/4/28 21:07,尹正的出演有惊喜也有泪点，和小时候的女儿的相处简直美好又感人，隐藏在别扭又冷硬的态度下的也是炙热真诚的父爱啊,50,858,1
珞琪桑,2023/4/30 5:13,完全不好笑，看宇宙探索编辑部的时候整个电影院只有我和朋友俩人在笑，看这部的时候除了我都在笑。,20,163,0
秃头少女,2023/4/29 15:53,我有厌蠢症，一部片子怎么做到所有角色都那么蠢的？哪怕是喜剧也不能这么降智吧,10,313,0
磕学家??,2023/4/28 20:16,"笑点热闹地过于密集，让人不能自已。
泪点温柔地过于有力，让人泪流满面。
张婧仪和周也最好的区分方法，看这两人谁有演技。最后，就算不是范丞丞的粉，但我也想说青年演员范丞丞未来可期。",50,733,1
luoyinluoxuan,2023/4/28 21:04,一开场的美救英雄就抓马感十足，张婧仪真的太斩女了，好适合这样的角色！范丞丞感觉就是本色出演，和角色非常适配！配角也都很出彩，常远只要不是主演，完全就是长在了我的笑点上，包袱一个接一个！还有张百乔和李宗恒的油耗子也是纯纯大冤种，他们被马丽连扇后抱着警察救助那段笑得我直打鸣！,40,670,1
三傻π克号,2023/5/2 0:37,干废一辆超豪华房车上百万，自己的货车干坏油箱、玻璃、轮胎几十万，常远豪车开沟里了上百万，艺术来源于生活，就这女婿回趟家就花几百万，谁tm要这sb女婿？,10,118,0
二胡卵子,2023/4/29 19:19,真的很恶心，喜剧不意味着反智,10,350,0
小雪,2023/4/28 20:23,"《人生路不熟》太好笑了！平均30秒一个笑点，电影院里的笑声此起彼伏，从开始就没再停下来过！
这对冤家翁婿，贡献了百分之八十的笑料",50,617,1
sos,2023/4/29 13:02,"一个半小时如同四五个小时，坐如针毡，全篇充斥着低俗的冷笑话，一点也不好笑
名副其实的开年第一烂片",10,346,0
色令智昏,2023/4/29 0:34,。。。我真的怀疑我笑点太高了，冲着张婧仪去看的电影，没想到完全就是个工具人，都没有几个镜头，一点惊喜都没有。里面的梗差不多和小品梗一样，猜都猜到了，只能尬笑，，，后面强行煽情，正能量。。我真受不了了,10,289,0
爪懿啦,2023/5/1 19:33,同意头评的每一个字：1.挺烂的——是真的烂 2.但也笑了、看完又有点悲伤——甚至有泪花 3.一流的喜剧女演员、耀眼的新人女演员，就只能演这种东西——真替她们感到不值,30,29,1
糊乱的张贴,2023/4/28 21:41,易小星过往作品里最好的，也是最好笑的一部，熟练使用各种梗与观众互动，同时更好的一点是懂得恰到好处的煽情，你再多一点我就不行了，恩易小星就在这里戛然而止，挺好的，适合没心没肺舒适的看，一部对味的喜剧，当然也有感动的部分，我朋友最后哇哇流泪。,40,520,1
小恒??,2023/4/28 22:46,男主是个2B,10,218,0
lalall,2023/4/28 21:04,笑点是真的密集，同排大哥嘎嘎笑的都快劈叉了，出了影院回想起一些片段，还是会忍不住笑出来（ps常远意外得提好感，全片自带bgm的男人,50,534,1
朝阳区妻夫木聪,2023/4/29 0:04,怎么说呢，感觉国产喜剧这个类型基本也可以被扫进垃圾桶了。,20,198,0
十九,2023/4/28 20:53,二刷，两场全场爆笑。五一假期就适合从一部欢快的喜剧中开启。范丞丞在最近两部喜剧中都有出色的表演，值得期待；张婧仪越看越好看；乔杉大哥稳如泰山老狗；马丽帮衬得恰当好处；易小星导演把细微的笑点和八零后的情怀像绣花针一般地编织在情节里，整体非常完整和精彩。真天时地利人和的喜剧！,50,516,1
重开的wiro,2023/5/4 20:24,同一起跑线的大鹏已经把叫兽甩这么远了吗,20,37,0
雾都一枝花儿,2023/4/29 20:49,依旧是屎尿屁的喜剧套路，咱就是说真的看腻了。戏里戏外的男凝都太严重，建议原地爆炸。,20,148,0
BATIGOL927,2023/4/28 21:14,春节档之后第一次碰到满厅，喜剧氛围非常棒，范丞丞好讨喜，00后男演员里最喜欢的，所有的好资源赶紧砸他！,40,454,1
utism .,2023/4/29 21:00,笑点是过时的，质感是廉价的。,10,226,0
朝暮雪,2023/4/28 22:02,夏洛抢走了秋雅，袁华为了报复他和马冬梅结了婚，还和王老师做了同事，收了孟特娇做干儿子。,20,125,0
第七大陸,2023/4/28 20:47,是挺好笑的，拿着“数据”拍电影，每一脚都踏在“痛点”上，婚恋观的冲突+职场忙到死+社会爱比较，老人嘴里的成熟是适应社会规则，但社会规则就是好的吗？问题很尖锐，电影算是一碗鸡汤，年轻人的选择都藏在段子的笑声里了：不怕死楞头冲+我要辞职创业+寻找情绪价值。很简单的一件事，人生的路还不熟，其实也可以不用熟。,40,418,1
keo,2023/4/29 16:20,果然是个烂片。张某仪长得太怪异了，演什么都怪,10,224,0
南加州下暴雨,2023/4/29 14:55,太烂了，这男主是傻子吧,10,195,0
??????,2023/4/28 21:48,在电影院笑得很开心，暂时忘记了生活中的烦恼，这就够了！,50,451,1
seamouse,2023/4/28 23:25,感觉像看了一场漫长的脱口秀，而自己还不是脱口秀观众。得承认有极个别桥段我还是在影院笑出了声，但远比不了大多时候的哄堂声浪。不停抖机灵的闹剧本领是有了，但拼接一块，就是段过眼即忘的时间，还不如有段子手的饭局来得解压。,20,214,0
lpu9,2023/4/28 21:47,易小星的喜剧还是有些品质保障的，马丽和乔杉的搭配不但突出了个人喜剧特点，也产生了一些有趣的化学反应，笑点很多而且不低俗，范丞丞比较惊喜，可塑性非常强，结尾有点泪点但是反思问题的立意不错，留给观众对生活和家人的思考，总的来说各方面恰到好处，解压放松挺合适的。,50,411,1
梦幻街少女,2023/4/29 23:43,还是常远最好笑 话说为什么把常远最好笑的镜头删了??,30,27,1
温岭阿浪,2023/4/28 21:03,"这部电影标志着易小星成为继开心麻花、大鹏之后的又一喜剧新力量。
本片情节不算复杂，一些反转虽然老套，套路也不难猜，但观看时依然能够触发观众的情绪波动。
本片善于将两件极为相似或极为相反的事物组合到一起，再加入一定的英式幽默，通过强烈对比带给观众欢笑与感动。
台词精辟，奇妙的比喻和少许金句肥瘦相间，组合起来恰到好处。
以往的喜剧都是尽量偏离现实，而近年来的喜剧则愈发植根于现实，往接地气的方向发展，追求与观众的共鸣。本片有热血、有反抗、有幽默，有感动，唯独没有拖沓，此外，怀旧的音乐也让观众心情舒畅。",40,429,1
Zack,2023/4/30 22:27,表面是公路片，实际是各种段子小品的串联组合。搞笑功能有，但后半部分稍显乏力，高潮事件的触发没有达到想象中的燃，甚至略显尴尬。——于深圳宝安，中影国际影城，with Miss 黄。,30,16,1
伦拾,2023/4/29 16:43,求你了易小星 不要再拍电影了 你说你明明不会你硬要一直拍他干嘛呢 拍个二十分钟一集的网络喜剧你没问题 但用大量的网络段子拼凑成一部100分钟的电影纯属超级加倍恶心人 全片就是东摘一段 西凑一截 把开心麻花那几位请过来 分成几个段落 每个段落安排一位进去 就像一部小品连续剧 整体串联下来完全不知所云 漏洞百出 所有人都在尬演 妄图让观众尬笑 但事实是如坐针毡 真笑不出来 这部比长空之王还过分 长空之王的导演也不怎么会拍电影 但能看出来他在努力的想要做好 易小星纯属故意恶心人 真他妈恶心。,10,234,0
WIKI魏,2023/4/28 20:49,人生苦短，笑是没有副作用的镇静剂，快乐是最有性价比的化妆品，高高兴兴比什么都强，跟谁较劲儿都是跟自己较劲儿。乔杉被准女婿范丞丞“冻在猪肉上”，这段太好笑了。打卡我可爱的马丽，霍梅梅，马冬梅，马丽这是跟“没”干上了呗。感慨“没有对比就没有伤害”，乔杉马丽都演爹演妈了，我还单着。感慨“为啥这个我都懂？”，老丈人看女婿，越看越生气；丈母娘看姑爷，越看越稀罕。“别针对小万”，一个姑爷半个儿。我居然能懂丈母娘的小心思。哭。,40,442,1
阿廖沙,2023/4/29 16:19,尴尬死了，好烂阿！六个编剧编出这么烂的东西！恶俗段子硬凑，三观被震碎，全体智障！还不如春晚小品，我刷一小时抖音不行吗！受老罪了！！@世纪虹旭,10,275,0
大泥,2023/5/1 17:00,厌蠢。男主简直不可原谅，看得我生理性厌恶。马丽出彩，只是善良得像个概念人物；花瓶角色很美，意料之中没有任何特色。差。,20,85,0
arrcmis,2023/4/28 20:48,典型的公路电影，没想到能这么好笑！各处的笑点都算是恰到好处，反正五一期间看还挺适合的，除了女性角色都是挂件的问题外，整体都还可以。,40,362,1
司远,2023/4/28 21:38,五一档看的第一部，实话实说全场坐满了大家笑得挺多，跟麻花一样都是大家笑，我实在不觉得哪里好笑。人物设定很模式化，男主这个角色95%的剧情都是一个智障，作为一个主要人物情绪爆发点非常刻意又偷懒地用打工人怒斥老板就想完成人物转变和升华继而去做下一个任务，很不负责任。母亲和女儿妥妥工具人，女儿是不是还没宠物露出画面多？父亲也是模版设定，对男主的怀疑不认可到认可的转变很生硬。不是演员的主责，是导演和剧作的问题。按三幕或者四幕写剧本ok的，天底下没啥新鲜事了，但在模板的骨架上应该长出属于你自己的血肉才是观众想看的。,20,185,0
安弋,2023/4/29 10:17,叫兽这么多年还是没有进步。前半段还比较轻松愉快，到后半段油耗子出来就越来越飞，完全控制不住。对职场压力的反抗、自我的突破，父女亲情啥都想来一点，但什么都讲不透，最后也没法收束在一起。父亲如果低到能随便把女儿男友送的求婚礼物摔碎，最后的和解无论如何也不会相信了。,20,87,0
梁久,2023/4/29 18:14,两星给马丽和张婧仪吧,20,69,0
小花妹妹,2023/4/28 23:03,看的这场人基本要坐满了，全程笑声感觉就没有停下来过，各种“打鸣”声?? 特别喜欢周微雨家人相处的氛围，母亲和父亲对孩子的方式很有特点。万一帆作为一个老实的社畜为了女朋友而努力“讨好”岳父的样子也很真实了！范丞丞确实演技不错，完全没觉得作为爱豆演技尴尬，未来可期。公主也真的太美了，每一个镜头出来都要感叹一声，不愧是万一帆想娶的女人！最后要夸夸叫兽，能够从很小的角度出发，批判“油耗子”，揭露了卡车司机的不容易。,50,319,1
ibggvj,2023/4/30 16:55,也配和人在囧途比？我一拳一个蠢人和恋爱脑！,10,176,0
Christian,2023/4/28 20:58,广州点映，无厘头喜剧+温情。国内电影最成功莫过于是喜剧题材，总是能够轻松、不费劲地制造各种笑点，成为剧情的推动力，笑后又能伴随着深思。岳父女婿题材总是国内喜剧不可或缺的家庭普遍问题，因此也是让大家都共情的地方。我觉得无厘头荒诞喜剧最重要的是接地气，也正是如此，本片加入了各种人烟火气、热点问题，以及夸张的诙谐幽默。“对的永远都是对的”，这句不断出现的台词，到最后我们也能感受它没有那么浅显，生活一切都是最好的安排，这种宿命论贯穿着影片。总之你不需要要求太多，它就是让你觉得会有一种蠢得可爱的感受。,40,290,1
乐音飞扬,2023/5/4 8:59,看得我尴尬症和厌蠢症都犯了！,20,27,0
东门捷径小V,2023/4/28 22:23,同类主题里算做得真诚、轻盈而且有少年感的，喜剧包袱和小设计也密集到整个电影院从头到尾都充斥着如雷爆笑，几乎一抖一个响，全靠乔杉和马丽的节奏细节处理到位，巧妙的小反转也功不可没,40,105,1
蓝,2023/5/4 17:07,就真的挺烂的.什么年代了 居然还是十多年前的段子，把蠢当天真。,20,15,0
墨涅涅??,2023/4/28 23:05,没抱多大希望。本着不知道看啥才看的，没想到却非常惊喜，让我笑的很彻底。,40,163,1
